Age,Study_Hours_per_Day,Attendance_Rate,Assignment_Delay_Days,Stress_Index,GPA,Semester_GPA,CGPA,Dropout,Internet_Access_Yes,Part_Time_Job_Yes,Scholarship_Yes,Semester_Year 2,Semester_Year 3,Semester_Year 4,Department_Business,Department_CS,Department_Engineering,Department_Science
22,4,89,2,5,1,0,0,0,0,0,1,0,0,0,0,1,0,0
24,5,74,2,7,0,1,1,1,1,0,1,1,0,0,0,0,0,1
20,1,87,1,3,2,2,2,0,0,1,1,1,0,0,0,0,0,0
21,3,78,1,4,0,0,0,1,1,1,0,1,0,0,0,0,0,0
22,3,76,1,4,2,3,3,0,1,1,0,0,1,0,0,0,0,1
20,5,79,0,3,4,3,3,0,1,1,0,1,0,0,0,1,0,0
21,4,96,3,2,4,4,3,0,1,1,0,0,0,1,0,0,0,1
21,4,100,1,5,2,3,3,0,1,1,1,0,0,1,0,0,0,0
21,2,79,0,6,1,1,1,1,1,0,0,0,0,1,0,0,0,0
19,5,78,4,3,3,3,3,0,1,0,0,0,0,1,0,0,1,0
21,3,89,2,4,2,2,2,0,1,0,0,0,1,0,1,0,0,0
22,1,83,0,5,2,1,1,1,1,0,0,0,1,0,0,0,1,0
24,4,76,0,5,1,1,1,0,1,1,0,0,0,0,0,1,0,0
23,4,85,2,7,2,2,2,0,1,1,0,0,0,0,0,0,0,0
25,3,88,0,7,1,1,1,0,1,0,0,1,0,0,0,1,0,0
19,3,80,3,4,3,3,3,0,1,0,0,0,1,0,0,0,0,0
22,2,80,0,5,0,0,0,1,1,0,0,1,0,0,0,0,0,0
21,5,95,0,3,2,2,2,0,0,1,1,0,1,0,0,0,0,0
25,4,75,2,8,1,1,1,0,1,0,0,0,0,0,0,0,1,0
19,2,77,4,6,1,1,1,1,0,1,0,1,0,0,1,0,0,0
19,4,78,3,7,3,3,3,0,1,0,1,0,0,1,0,0,0,0
19,3,95,2,4,3,3,3,0,0,1,0,0,0,1,1,0,0,0
17,2,66,1,7,1,1,1,0,1,0,0,0,0,1,0,0,0,1
19,6,88,0,6,2,2,2,1,0,1,1,0,0,1,1,0,0,0
19,3,81,2,7,0,0,0,0,1,0,1,0,1,0,0,1,0,0
21,2,96,1,3,2,2,2,1,1,0,0,0,0,0,0,0,1,0
21,2,84,2,5,2,2,2,0,1,0,1,1,0,0,0,0,0,1
25,3,64,1,7,0,1,1,1,1,0,1,0,1,0,0,1,0,0
23,4,94,1,5,2,2,2,0,1,1,0,0,0,0,0,0,1,0
19,3,80,2,6,1,0,0,0,1,0,0,0,0,1,1,0,0,0
19,5,65,0,6,2,2,2,0,0,0,0,0,1,0,0,0,0,1
22,5,78,2,6,1,1,1,0,1,1,0,0,0,0,0,0,1,0
18,4,82,2,6,3,3,3,0,1,0,0,0,0,1,0,1,0,0
25,7,73,1,6,2,2,2,0,1,1,0,0,0,0,0,0,0,0
23,4,69,1,6,1,1,0,1,1,0,0,1,0,0,1,0,0,0
20,2,84,2,7,2,2,2,0,1,0,0,0,0,0,0,1,0,0
17,5,72,4,4,3,3,3,0,1,0,0,0,0,0,0,1,0,0
24,4,73,3,6,1,2,2,0,1,1,0,0,0,1,0,1,0,0
20,4,92,2,7,2,2,2,0,1,0,0,1,0,0,0,0,1,0
23,4,79,3,4,1,1,1,0,1,1,0,0,1,0,1,0,0,0
17,3,72,0,4,3,3,4,0,1,0,1,0,0,1,0,0,0,0
19,6,74,3,6,4,3,3,0,1,0,1,0,0,0,1,0,0,0
21,1,85,2,8,2,2,2,0,1,0,1,1,0,0,0,0,0,1
21,5,85,3,5,2,2,2,0,1,0,1,1,0,0,0,1,0,0
20,4,87,2,5,1,1,1,0,1,0,1,0,1,0,0,0,0,0
22,4,88,4,6,1,2,2,0,1,0,1,0,0,1,0,0,0,1
18,3,84,3,4,3,3,3,0,1,0,0,0,1,0,0,0,0,0
20,5,86,1,9,2,2,2,0,1,1,1,0,0,0,0,0,1,0
21,5,78,1,3,2,2,2,0,1,1,0,0,0,1,0,0,0,1
22,3,73,1,5,1,1,1,0,1,0,0,1,0,0,0,0,1,0
22,5,92,2,5,2,2,2,0,1,0,1,0,0,0,0,1,0,0
18,4,89,2,1,3,3,3,0,1,0,1,0,0,0,0,0,1,0
17,3,79,2,4,3,3,3,0,1,0,1,1,0,0,0,0,0,1
23,1,76,3,3,1,1,1,0,0,0,1,1,0,0,0,0,0,1
21,5,100,4,6,1,1,1,0,1,0,0,0,1,0,0,0,1,0
19,3,74,3,2,2,2,2,0,1,1,0,0,0,0,0,0,1,0
24,4,83,2,5,2,1,1,0,1,1,0,0,0,0,0,0,0,1
21,5,76,1,3,4,3,3,0,0,1,0,1,0,0,0,0,0,1
23,2,78,0,7,2,1,2,0,1,0,1,0,1,0,1,0,0,0
21,5,76,0,3,2,2,2,0,1,1,0,0,1,0,1,0,0,0
25,2,64,1,6,1,0,0,0,1,0,0,1,0,0,0,0,1,0
24,5,85,0,7,2,1,1,0,1,1,0,0,1,0,0,0,0,0
20,6,87,7,6,2,2,2,0,1,1,1,1,0,0,0,0,0,1
23,5,76,0,3,3,3,3,0,1,0,0,0,0,1,0,1,0,0
22,4,100,2,7,3,3,3,0,1,1,1,1,0,0,1,0,0,0
24,5,84,1,6,3,3,3,0,1,0,1,1,0,0,0,0,1,0
18,3,83,0,1,3,4,4,0,1,0,0,1,0,0,0,1,0,0
22,2,85,4,5,0,0,0,0,1,0,1,1,0,0,0,0,0,1
23,3,77,5,10,0,1,1,1,0,0,0,0,0,0,0,0,0,0
17,6,74,1,7,1,1,1,0,1,0,0,0,0,0,0,1,0,0
18,2,75,4,4,2,2,2,0,1,1,1,0,0,0,0,0,0,1
17,5,77,2,6,3,3,3,0,1,0,1,1,0,0,1,0,0,0
20,3,86,0,4,3,3,3,0,0,1,0,1,0,0,0,0,1,0
22,3,79,3,7,0,1,1,0,1,1,0,0,0,1,0,0,1,0
24,6,86,5,4,1,1,1,0,1,1,0,0,0,0,0,0,1,0
21,4,71,1,7,0,0,0,1,0,0,0,1,0,0,0,1,0,0
24,5,76,1,7,2,2,2,1,1,0,1,0,1,0,0,0,0,1
18,7,76,2,6,0,0,0,1,1,0,1,0,0,0,0,1,0,0
17,3,51,4,9,0,0,0,1,1,0,1,0,0,1,0,0,0,0
20,4,63,2,5,1,1,1,1,0,1,0,1,0,0,0,0,0,0
21,4,73,2,7,2,1,1,1,1,0,0,1,0,0,0,0,0,1
20,3,85,1,7,1,1,1,1,1,0,1,0,0,0,0,1,0,0
17,4,87,0,6,1,1,1,1,1,1,1,1,0,0,0,0,1,0
20,5,70,2,6,2,1,1,0,1,1,0,0,0,0,0,0,0,1
18,5,80,1,4,4,3,3,0,1,0,0,0,0,0,0,0,0,0
22,4,71,0,4,1,1,1,0,1,0,0,0,0,1,0,1,0,0
21,0,84,1,6,2,2,2,0,1,0,1,0,1,0,0,0,1,0
18,2,76,2,6,1,1,1,0,1,0,0,0,0,1,1,0,0,0
19,6,77,3,5,2,2,2,1,1,1,0,0,0,1,0,0,0,1
18,2,80,0,4,3,4,4,0,1,1,0,0,1,0,0,0,0,1
20,5,84,2,5,3,3,3,0,1,0,1,0,0,0,1,0,0,0
23,2,82,2,5,3,3,3,0,1,1,1,0,0,1,0,0,1,0
18,2,85,5,6,3,3,3,0,1,1,1,0,0,1,1,0,0,0
22,4,87,2,5,2,1,1,0,1,0,0,1,0,0,0,0,1,0
19,6,80,0,7,2,1,1,0,1,0,0,1,0,0,0,0,1,0
19,4,73,3,5,3,3,3,0,1,0,0,0,0,0,1,0,0,0
20,4,69,3,4,3,3,3,0,1,0,1,1,0,0,0,0,0,0
18,2,75,0,5,2,1,1,0,1,0,0,1,0,0,0,1,0,0
19,1,83,0,3,2,2,2,0,1,1,1,0,0,0,0,0,0,0
18,3,70,3,9,2,2,2,0,1,0,0,0,0,1,0,0,0,0
25,4,90,2,6,0,1,1,1,1,0,0,0,1,0,0,0,0,1
21,3,73,5,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0
19,6,81,3,8,2,1,2,0,1,0,0,0,0,1,0,0,0,0
21,2,93,4,5,3,2,2,0,1,0,1,0,1,0,0,0,1,0
20,3,80,3,5,1,1,1,0,1,0,0,0,1,0,0,0,0,0
20,6,73,1,4,2,1,1,0,1,0,1,0,1,0,0,0,0,0
22,4,61,4,3,1,1,1,0,1,0,0,0,1,0,0,1,0,0
22,2,85,3,5,4,4,3,0,1,0,0,1,0,0,0,1,0,0
19,1,84,1,7,2,2,2,0,1,0,1,1,0,0,0,0,0,1
19,3,86,3,3,2,2,2,0,0,0,0,0,0,1,1,0,0,0
20,2,82,0,5,3,2,2,0,1,0,1,1,0,0,1,0,0,0
17,3,77,0,5,2,2,2,0,1,0,1,1,0,0,0,0,1,0
17,6,75,0,6,2,2,2,0,1,0,0,1,0,0,0,0,1,0
24,2,82,1,4,1,2,2,0,1,0,0,0,1,0,1,0,0,0
24,3,89,1,6,3,3,3,0,1,1,0,0,1,0,0,0,1,0
20,5,58,4,6,0,0,0,1,1,0,0,0,0,1,0,1,0,0
22,4,89,1,4,2,2,2,1,1,1,0,0,1,0,0,0,1,0
21,5,79,1,5,3,3,3,0,1,0,0,0,0,0,0,0,0,1
27,5,80,2,5,2,3,3,0,1,1,1,1,0,0,0,0,1,0
23,3,87,1,4,2,1,1,0,1,0,0,1,0,0,0,0,1,0
20,4,80,2,3,3,3,3,0,1,0,0,0,0,1,0,1,0,0
18,4,83,4,8,2,1,1,0,1,0,0,1,0,0,0,1,0,0
17,1,68,1,2,1,1,1,0,1,0,1,0,1,0,0,0,0,1
21,4,79,2,5,3,2,2,0,1,0,1,0,0,0,0,1,0,0
19,2,86,5,8,1,1,1,0,1,0,0,0,0,1,0,0,1,0
17,3,78,3,4,1,1,1,0,1,1,0,1,0,0,0,0,0,0
19,3,79,2,5,2,3,3,0,1,1,0,0,0,1,0,0,1,0
18,4,83,2,5,1,2,2,0,1,0,0,1,0,0,0,0,0,0
24,4,85,4,1,3,3,3,0,1,0,0,0,1,0,1,0,0,0
22,4,94,1,5,2,2,2,0,1,0,1,1,0,0,0,0,0,1
21,3,85,1,2,1,2,2,1,1,0,1,0,0,1,0,1,0,0
24,5,92,0,7,2,2,2,0,1,0,0,0,0,1,1,0,0,0
21,3,81,1,4,1,1,1,0,1,0,1,0,0,0,0,0,1,0
19,3,63,3,8,0,0,0,1,1,1,0,0,1,0,1,0,0,0
24,1,78,0,3,3,2,2,0,1,1,0,1,0,0,0,0,0,1
22,4,75,5,6,2,2,2,0,1,1,1,0,0,0,0,0,0,1
18,5,81,1,3,1,1,1,0,1,0,1,0,0,1,0,1,0,0
20,3,79,2,5,2,2,2,1,1,1,0,0,0,1,0,1,0,0
19,6,84,3,5,2,2,2,1,1,0,1,1,0,0,1,0,0,0
18,2,76,2,5,2,2,2,0,1,0,0,0,0,1,0,1,0,0
23,4,83,2,5,1,1,1,0,1,1,0,1,0,0,0,0,0,0
25,5,85,1,8,1,0,0,1,1,1,1,1,0,0,0,1,0,0
17,3,82,1,4,1,2,2,0,1,0,0,0,0,0,0,0,1,0
22,2,70,2,5,2,2,2,1,1,1,0,0,0,0,0,0,0,0
19,4,89,0,3,4,3,3,0,1,0,1,0,0,0,0,1,0,0
19,4,87,2,3,3,3,3,0,1,0,0,0,0,1,1,0,0,0
19,5,80,1,4,4,3,3,0,1,0,0,0,0,1,0,1,0,0
19,3,67,1,8,0,0,0,1,1,0,0,0,0,1,1,0,0,0
21,2,84,2,2,2,2,2,0,1,1,0,0,1,0,0,0,0,1
19,3,77,1,6,2,2,2,1,1,1,1,0,0,1,0,0,1,0
21,4,62,1,5,2,2,2,0,1,0,1,1,0,0,0,1,0,0
20,5,81,0,4,2,2,2,0,1,1,1,0,1,0,0,0,0,0
20,2,93,3,6,1,0,0,0,1,1,1,0,1,0,1,0,0,0
19,3,83,0,6,0,0,0,1,0,0,1,1,0,0,0,0,0,0
19,4,81,3,5,1,1,1,0,1,1,1,0,1,0,0,1,0,0
22,6,77,2,5,2,2,2,1,1,1,1,0,0,0,1,0,0,0
22,3,82,3,5,3,3,3,0,1,0,1,0,0,1,0,0,0,1
18,2,82,4,4,1,1,1,1,1,1,0,0,0,1,0,1,0,0
21,4,86,2,5,1,1,1,0,1,0,1,1,0,0,0,1,0,0
22,1,77,2,4,0,0,0,0,1,0,0,0,0,1,0,0,0,1
17,3,75,1,5,2,2,2,0,1,0,0,1,0,0,0,0,0,0
22,4,78,4,4,1,1,1,0,1,1,0,1,0,0,0,0,1,0
19,4,81,1,4,3,3,3,0,0,0,0,0,1,0,0,0,0,0
22,4,81,1,4,2,2,2,0,1,1,0,0,1,0,0,0,1,0
19,1,81,0,7,2,2,2,0,1,0,0,0,0,0,0,0,0,0
17,2,74,2,3,2,1,1,0,1,0,1,0,0,1,0,0,0,1
17,5,81,2,8,2,2,2,0,1,0,0,0,0,0,0,0,1,0
21,3,87,1,6,2,2,2,1,1,1,0,0,1,0,0,0,0,0
21,3,92,3,2,2,3,3,0,1,1,0,0,0,1,0,0,0,1
19,2,89,2,4,4,4,4,0,1,0,0,0,0,0,0,1,0,0
22,4,81,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0
17,3,80,2,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0
20,5,91,1,7,1,1,1,0,0,0,0,0,0,0,0,1,0,0
18,2,81,1,5,1,1,1,1,1,1,0,0,1,0,0,1,0,0
19,5,88,3,7,2,1,1,1,1,1,0,0,1,0,0,1,0,0
21,6,81,2,5,2,3,3,1,1,0,0,1,0,0,0,0,1,0
19,4,62,2,7,1,1,1,1,1,0,0,0,1,0,0,0,0,1
20,2,87,1,6,1,1,1,1,1,1,0,0,1,0,0,0,0,0
23,5,89,2,5,2,2,2,0,1,0,0,0,0,1,0,1,0,0
19,3,79,2,6,1,1,1,1,1,1,0,0,1,0,0,0,1,0
22,3,72,3,5,0,0,0,0,1,1,0,1,0,0,1,0,0,0
18,4,94,1,8,2,1,1,0,1,0,0,1,0,0,0,0,0,0
22,3,80,2,4,3,3,3,0,1,1,1,0,0,0,0,0,0,1
24,3,79,1,6,1,0,0,0,1,1,0,0,0,1,0,0,0,0
17,4,85,2,4,3,3,3,1,1,0,1,0,0,0,0,0,0,0
19,4,100,1,2,3,3,3,0,1,0,0,0,1,0,1,0,0,0
22,1,85,1,6,1,1,1,0,1,1,1,0,1,0,1,0,0,0
20,5,83,3,2,4,4,4,0,1,1,0,0,0,1,0,0,1,0
21,5,82,2,9,1,1,1,1,1,0,1,1,0,0,1,0,0,0
19,4,95,4,4,3,3,3,0,1,1,1,0,0,0,0,0,1,0
21,4,86,1,5,2,2,2,0,1,1,0,0,1,0,0,1,0,0
20,3,88,3,4,0,0,0,0,1,1,1,1,0,0,1,0,0,0
23,2,84,3,5,3,3,3,1,1,1,1,1,0,0,1,0,0,0
21,4,86,3,6,3,3,3,0,1,0,1,1,0,0,0,0,0,1
21,6,79,1,4,3,3,3,0,1,0,0,0,0,0,1,0,0,0
20,4,83,1,1,3,4,4,0,1,0,0,1,0,0,1,0,0,0
19,6,76,1,3,4,3,3,0,0,0,0,0,1,0,0,0,0,1
20,6,77,2,4,4,4,4,0,1,0,1,1,0,0,0,0,0,0
21,3,85,1,6,3,3,3,0,1,1,0,1,0,0,0,0,0,0
20,3,76,2,5,1,1,1,0,1,0,0,0,0,0,0,0,0,0
21,3,83,2,6,0,0,0,1,1,0,0,0,0,0,1,0,0,0
25,3,79,0,2,4,4,4,0,1,1,0,1,0,0,1,0,0,0
22,2,73,3,3,1,1,1,1,1,0,0,0,0,1,1,0,0,0
20,4,83,1,4,4,4,4,0,1,0,1,0,0,1,0,1,0,0
23,5,88,4,8,0,0,0,1,1,0,1,0,0,1,0,0,1,0
20,1,71,1,10,0,0,0,1,1,1,0,0,0,0,1,0,0,0
17,6,86,3,3,4,3,3,0,1,1,0,0,0,1,0,1,0,0
18,3,73,1,7,2,2,2,0,1,1,0,0,1,0,0,0,0,1
17,4,92,1,5,2,2,2,0,1,1,0,0,0,1,1,0,0,0
20,4,86,0,6,3,4,3,0,1,0,0,1,0,0,1,0,0,0
21,2,71,1,3,2,2,2,0,1,1,0,1,0,0,0,0,0,1
24,3,88,3,7,1,1,1,0,1,0,1,0,1,0,0,0,1,0
21,2,77,3,1,4,3,3,0,1,1,0,0,0,0,1,0,0,0
20,4,74,0,3,2,1,1,0,1,0,1,0,0,0,1,0,0,0
22,3,87,2,5,2,2,2,0,1,0,0,0,0,0,0,0,0,0
17,4,91,4,4,3,3,3,0,1,0,0,0,0,0,1,0,0,0
21,4,70,2,5,2,2,2,1,1,0,0,0,0,1,0,0,0,1
22,4,79,1,4,2,2,2,0,1,1,0,1,0,0,1,0,0,0
17,2,83,0,4,2,1,1,0,1,1,1,1,0,0,0,0,1,0
23,5,77,3,5,2,2,2,0,0,0,1,1,0,0,0,0,1,0
21,5,80,1,5,2,2,2,0,1,0,1,1,0,0,0,0,0,1
20,1,85,3,5,0,1,1,0,1,0,1,1,0,0,0,0,1,0
22,4,55,1,5,3,3,3,0,1,0,0,0,0,0,0,1,0,0
26,0,85,2,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0
21,2,70,1,7,1,1,1,1,1,0,1,1,0,0,1,0,0,0
21,5,71,1,5,2,2,2,1,0,0,1,0,0,0,0,1,0,0
20,3,87,2,7,2,2,2,0,1,1,0,0,1,0,0,0,0,1
19,6,75,1,4,2,2,2,0,1,1,0,0,1,0,1,0,0,0
22,4,74,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0
19,3,79,3,5,3,3,3,0,1,0,0,0,0,0,0,0,1,0
21,3,77,1,10,0,0,0,0,1,0,0,0,1,0,1,0,0,0
19,5,83,0,3,2,2,2,0,1,0,0,0,0,0,0,1,0,0
22,3,83,2,6,0,0,0,1,1,1,0,0,1,0,0,0,0,0
21,1,74,1,5,1,1,1,0,1,0,1,0,0,1,0,0,1,0
23,2,68,1,6,0,0,0,1,1,1,0,1,0,0,0,0,0,1
19,4,80,0,3,0,1,1,1,1,0,1,1,0,0,0,0,0,1
20,2,90,1,6,3,3,3,0,0,0,0,0,0,0,0,0,1,0
18,7,81,2,6,2,2,2,0,1,0,1,0,1,0,0,0,0,1
20,3,79,4,2,3,3,3,0,1,1,0,0,1,0,0,0,1,0
21,3,95,4,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0
22,2,88,3,5,1,1,1,0,1,1,1,1,0,0,0,0,1,0
19,5,68,2,4,2,1,1,1,1,1,1,1,0,0,0,0,1,0
22,3,79,2,5,0,0,0,1,1,0,0,0,0,1,0,0,0,1
24,5,83,2,7,3,2,2,0,1,0,0,1,0,0,1,0,0,0
21,5,73,0,6,3,3,3,0,1,1,0,0,0,1,0,0,1,0
25,4,79,1,3,3,2,2,0,1,0,0,0,0,1,0,0,0,0
19,4,82,0,6,1,1,1,0,1,0,1,0,0,0,0,1,0,0
18,2,80,4,5,1,1,1,0,1,0,0,1,0,0,0,0,1,0
17,2,72,1,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0
24,2,93,3,3,1,1,1,0,1,0,0,0,0,0,0,0,1,0
22,4,84,0,7,3,3,3,0,1,0,0,0,0,0,1,0,0,0
20,7,75,1,4,2,2,2,0,0,0,0,0,1,0,1,0,0,0
21,3,89,0,7,0,0,0,1,1,0,0,0,0,1,0,0,1,0
18,5,81,1,3,2,2,2,0,1,0,0,0,1,0,0,1,0,0
26,4,89,2,9,0,1,1,1,1,0,1,0,0,0,0,1,0,0
21,4,81,1,10,1,1,1,1,1,1,0,1,0,0,0,0,1,0
21,3,70,3,6,1,1,1,1,1,1,1,0,0,1,0,0,1,0
22,3,73,4,7,0,0,0,1,1,0,1,0,0,1,0,1,0,0
22,3,91,0,4,3,3,3,0,1,0,1,1,0,0,0,0,0,1
21,4,90,1,4,3,3,3,0,1,0,0,0,0,1,0,0,0,0
19,5,71,0,7,3,2,3,0,1,0,0,0,0,1,0,0,0,0
22,4,93,1,5,1,2,2,0,1,1,1,1,0,0,0,0,1,0
25,3,90,2,3,4,4,4,0,1,0,0,0,0,0,0,0,0,1
24,4,76,1,5,1,1,1,0,1,0,1,0,1,0,1,0,0,0
24,4,81,2,5,2,2,2,0,1,0,1,0,1,0,1,0,0,0
19,5,64,1,5,2,1,1,0,1,1,0,0,0,1,0,0,0,1
18,5,76,3,7,2,2,2,0,1,0,1,0,1,0,0,0,1,0
20,2,80,2,8,2,1,2,0,1,0,1,0,0,1,1,0,0,0
21,3,84,5,6,2,1,1,0,1,0,1,1,0,0,0,0,0,1
23,6,81,1,7,0,0,0,0,1,0,1,0,0,0,0,0,1,0
17,5,83,2,4,1,0,0,0,1,1,0,0,0,1,0,0,0,0
24,2,74,3,8,1,2,2,0,0,0,1,0,0,0,0,0,0,1
20,2,84,2,4,2,2,2,0,1,0,0,0,0,1,1,0,0,0
20,4,95,3,4,2,2,2,0,1,0,0,1,0,0,0,0,0,0
18,5,85,0,4,2,2,2,0,1,0,0,0,0,0,0,0,0,1
17,2,82,4,4,2,3,3,0,1,0,0,0,1,0,1,0,0,0
22,4,76,1,6,2,2,2,0,1,1,1,0,0,0,0,0,0,1
21,5,79,1,7,0,0,0,1,1,1,0,0,0,1,0,0,0,1
18,3,71,1,5,0,0,0,1,1,0,0,0,0,1,0,0,0,1
18,3,70,0,6,0,1,1,0,0,0,1,1,0,0,0,0,0,1
20,5,81,2,3,2,2,2,0,1,1,0,1,0,0,0,1,0,0
24,3,86,1,5,2,2,2,0,1,0,0,1,0,0,0,1,0,0
20,5,75,4,8,2,1,1,0,1,1,1,0,0,1,1,0,0,0
17,3,91,0,8,2,2,1,0,1,1,1,0,1,0,1,0,0,0
20,2,77,2,3,1,1,1,0,1,1,1,0,0,0,0,0,1,0
20,4,81,0,4,2,2,2,0,1,1,0,1,0,0,0,0,0,0
17,3,89,3,10,2,2,2,0,1,0,0,0,0,0,0,0,0,0
20,2,79,1,6,1,1,1,0,1,0,0,0,0,1,0,1,0,0
20,6,87,1,8,2,2,2,0,0,0,1,0,0,0,0,0,0,0
22,4,86,0,8,1,1,1,0,1,0,0,0,1,0,0,0,0,1
25,3,76,4,3,2,2,2,1,0,1,0,1,0,0,0,1,0,0
23,3,76,2,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1
20,5,91,1,5,2,2,2,0,1,0,1,1,0,0,0,0,0,0
18,6,92,1,8,2,2,2,0,1,0,1,0,0,0,0,0,0,1
26,3,87,1,9,0,0,0,1,1,1,1,0,0,1,0,1,0,0
21,4,75,0,4,2,3,3,0,1,0,1,0,0,0,0,1,0,0
21,3,88,0,10,1,1,1,1,1,0,0,0,0,1,0,0,1,0
20,5,79,1,5,1,2,2,1,1,1,1,0,1,0,0,0,0,1
21,3,71,4,6,2,2,2,0,1,1,0,0,0,0,0,0,1,0
20,1,76,2,1,1,2,2,0,1,1,0,0,1,0,0,0,0,1
19,2,80,0,7,1,1,1,0,1,1,0,0,1,0,0,0,0,1
19,5,90,2,1,3,4,4,0,0,0,0,0,1,0,1,0,0,0
20,3,75,7,5,1,1,1,0,1,0,1,0,0,0,0,0,0,0
19,5,74,2,4,2,3,3,1,1,0,1,0,1,0,0,0,0,0
19,4,78,2,6,3,2,2,0,1,0,0,0,0,1,0,0,0,0
21,3,81,2,5,0,0,0,1,1,0,0,0,1,0,0,1,0,0
20,3,87,2,6,0,0,0,1,0,1,1,0,1,0,0,0,0,1
24,3,86,1,7,1,1,1,1,0,0,1,0,0,0,1,0,0,0
17,4,64,1,5,3,3,3,0,0,0,1,0,1,0,0,0,0,0
23,1,79,1,5,0,0,0,1,1,0,1,0,1,0,0,0,0,1
23,3,83,2,4,2,3,3,0,0,1,1,0,0,0,1,0,0,0
17,3,75,3,3,2,2,2,0,1,0,1,0,0,1,1,0,0,0
20,4,75,2,9,2,2,2,1,0,1,0,0,0,1,1,0,0,0
20,4,87,3,5,3,3,3,0,1,0,0,0,0,0,0,0,0,1
17,4,87,3,4,3,4,4,0,1,0,1,0,1,0,0,0,1,0
19,3,80,4,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0
18,3,85,4,5,1,1,1,0,1,0,1,0,0,0,0,1,0,0
24,3,85,3,5,0,0,0,1,1,0,1,1,0,0,0,1,0,0
23,5,73,1,6,0,0,0,1,1,1,0,0,1,0,0,0,1,0
23,3,73,3,3,3,3,3,0,1,0,0,0,0,1,0,0,1,0
22,3,78,0,3,2,1,1,0,1,1,1,0,1,0,0,0,1,0
18,2,76,2,4,0,1,1,0,1,1,0,0,0,0,1,0,0,0
19,4,77,1,7,1,1,1,0,1,1,0,1,0,0,0,0,0,0
22,3,81,1,6,3,4,4,0,1,1,0,0,0,1,0,0,0,1
18,2,81,0,4,1,2,2,0,0,0,1,0,0,0,0,1,0,0
22,2,61,3,5,1,1,1,1,1,0,1,0,0,0,0,0,0,1
20,4,82,3,6,2,1,1,0,0,0,0,1,0,0,1,0,0,0
20,4,80,1,1,3,3,3,0,1,1,1,0,0,0,0,0,0,1
22,3,83,4,6,2,2,2,0,1,1,0,1,0,0,0,0,1,0
22,4,76,2,6,3,3,3,0,1,0,0,0,1,0,0,0,0,1
20,5,76,4,3,3,3,3,0,1,0,0,0,1,0,0,0,0,1
23,4,78,2,6,1,2,2,1,0,1,1,0,1,0,1,0,0,0
18,4,90,4,5,2,2,2,0,1,1,0,0,0,0,1,0,0,0
22,6,78,2,8,0,0,0,0,0,1,1,0,1,0,0,0,0,1
22,5,90,1,4,3,3,3,0,1,1,0,0,0,0,0,0,0,0
20,4,89,3,6,2,2,2,0,1,1,0,0,0,1,0,0,0,1
21,5,79,2,2,3,3,3,0,1,0,1,0,0,1,0,0,0,0
18,4,77,0,5,3,3,3,0,1,1,0,1,0,0,0,0,0,1
23,3,78,2,7,0,0,0,1,0,1,0,0,1,0,0,0,0,1
20,6,80,1,4,3,3,3,0,1,0,0,0,0,0,0,0,0,1
19,6,77,1,7,3,3,3,0,1,0,1,0,1,0,0,1,0,0
23,5,87,1,7,2,1,1,0,1,0,0,0,0,0,0,0,0,1
19,4,76,0,5,3,3,3,0,1,1,0,0,1,0,0,0,0,0
17,5,88,2,5,2,2,2,1,1,0,0,0,0,1,0,0,0,1
17,3,74,0,1,3,2,2,0,1,0,0,1,0,0,0,1,0,0
22,5,68,0,4,1,1,1,0,1,1,0,1,0,0,1,0,0,0
18,2,67,2,7,0,0,0,1,0,1,1,1,0,0,0,0,0,1
24,3,77,1,5,2,2,2,0,1,1,0,0,0,1,0,0,1,0
17,0,75,0,6,1,1,1,1,1,0,1,0,0,0,0,1,0,0
24,4,75,0,4,3,2,2,0,1,0,0,1,0,0,0,1,0,0
21,5,89,0,2,4,3,3,0,1,1,0,0,0,0,0,0,1,0
20,6,76,1,6,2,2,2,0,1,1,0,1,0,0,0,0,0,0
19,3,66,4,3,2,2,2,0,1,0,0,1,0,0,0,0,0,0
21,4,86,1,5,3,3,3,0,1,0,0,0,0,0,0,1,0,0
20,3,92,1,6,1,1,1,0,1,1,0,0,0,1,0,0,1,0
23,6,85,2,4,3,3,3,0,1,0,0,1,0,0,0,0,1,0
21,4,76,1,8,1,1,1,1,1,1,1,0,0,0,1,0,0,0
21,6,83,3,9,0,0,0,1,1,0,0,0,0,1,1,0,0,0
20,5,75,2,4,3,4,4,0,1,0,1,0,0,0,0,0,0,0
20,4,74,1,4,4,3,3,0,1,0,0,0,0,1,1,0,0,0
21,3,80,1,4,4,4,4,0,1,0,1,1,0,0,0,1,0,0
17,2,81,0,7,1,1,1,0,1,1,1,0,1,0,0,1,0,0
18,4,80,3,6,3,3,3,0,0,0,0,0,0,1,0,0,0,1
22,4,95,4,6,4,3,3,0,1,0,1,1,0,0,0,1,0,0
